time,boom_x,boom_y,boom_z,boom_angle,boom_x_velocity,boom_y_velocity,boom_z_velocity,boom_x_acceleration,boom_y_acceleration,boom_z_acceleration,theta1,theta2,xt2,theta1dot,theta2dot,xt2dot,fc1,fc2,fct2
0,2.6816344985572,3.28260116733541,-0.00923030493411217,0.914713815675248,0,0,0,-8.88178419700125e-16,5.32907051820075e-15,-1.13622068573251e-15,0.221699100276009,0.693014715399238,0.386834707228555,221.699100276009,693.014715399238,386.834707228555,46364.4920755563,-94187.3542339255,4483.02844180057
0.01,2.68177513771226,3.28247481987606,-0.00923030493411117,0.914648323351646,0.0358506354598909,-0.0322084944787036,-2.93882666541486e-18,4.99376686042013,-4.487052868017,-3.11914326436964e-15,0.221674169905072,0.692974153446574,0.386833929149102,-0.00591292915760278,-0.00962192343331481,-0.000184545091201471,9989.82670832654,29316.4620122666,4192.37947604319
0.02,2.68236915460583,3.28194105413339,-0.00923030493411224,0.91437166029278,0.0806254209183196,-0.0724614108177726,-5.09396949564259e-18,3.67703409443993,-3.30856217604699,-2.87666721059861e-15,0.221568898414355,0.692802761878425,0.386830643469122,-0.0139556557866456,-0.0227289845207679,-0.000435586933178911,19571.3974357387,-3244.43861821248,4266.78418586226
0.03,2.68332978569885,3.28107741716528,-0.00923030493411086,0.913924107825665,0.108742906882009,-0.0977949574260602,-1.02009979507499e-17,2.03214627931711,-1.83477103670078,-2.78976925068688e-15,0.22139870233598,0.692525405489685,0.386825331060523,-0.019079633859036,-0.0311073817395027,-0.000595560216595459,31550.0221056193,-44019.1679981225,4359.45513491868
0.04,2.68449905875761,3.28002544592669,-0.00923030493411097,0.913379121511728,0.12339796527322,-0.111062697733199,-1.54678646574871e-17,1.00036218220433,-0.909650497368307,-1.29349462303331e-15,0.221191603228458,0.692187518283271,0.38681886627681,-0.021761944230974,-0.0355252933344445,-0.000679344419097561,39074.3586220668,-69723.1914102575,4416.59829547215
0.05,2.68577250751665,3.2788788016783,-0.00923030493411139,0.912785293665054,0.130404370441746,-0.1174697178009,1.16137902821901e-17,0.463979228121826,-0.428268437952305,-3.38793810444186e-15,0.220966131068366,0.691819162596689,0.386811827329247,-0.023042830093317,-0.0376692557126717,-0.000719398034448204,42997.0870870253,-83216.767631802,4445.20481737127
0.06,2.68709466449106,3.27768725891463,-0.0092303049341112,0.912168434831639,0.133606110963486,-0.120460694171537,-8.88852023435943e-18,0.209020393454068,-0.199222357574641,-2.07829491815784e-15,0.220732126881014,0.691436307950625,0.386804521302522,-0.0236230650196205,-0.0386761447390427,-0.000737588073207007,44872.6572491072,-89759.9379264636,4457.63173290515
0.07,2.68843886272045,3.27647477114346,-0.00923030493411239,0.911540958997028,0.135043955529191,-0.121866389535723,-1.22002438476506e-17,0.0940348522257048,-0.0958278883653634,-6.65469567818855e-16,0.22049432343719,0.691046635559838,0.386797095881413,-0.0238774572189584,-0.0391541618664633,-0.000745610273213515,45729.4060996371,-92839.5427262141,4462.01662011318
0.08,2.68979298978692,3.27525222833987,-0.00923030493411141,0.910908506852322,0.135698925068142,-0.122567914042494,-1.27326460755251e-17,0.0439339272989532,-0.0507498577048633,-1.86167617188599e-15,0.220254871049224,0.690653635803098,0.38678961816577,-0.0239869318837975,-0.0393969309618569,-0.000749110378365003,46113.5926438338,-94310.8588147212,4462.67329213171
0.09,2.69115174250875,3.27402440149758,-0.00923030493411144,0.910273548665928,0.136016530525011,-0.122965891893816,1.54868409546084e-17,0.0226236312330945,-0.0315796037069376,-3.78765699376543e-15,0.220014711313129,0.690258837352799,0.386782117537533,-0.0240338801265523,-0.0395381749298167,-0.000750659404218368,46287.9701873159,-95067.6619486084,4461.67394896456
0.1,2.69251285731854,3.27279332681181,-0.00923030493411224,0.909637138728135,0.136191759540074,-0.123235878106251,-1.09777491646165e-17,0.0137131494457847,-0.0235810874899975,-1.44637892116271e-15,0.219774246007492,0.689862892720643,0.386774606533602,-0.0240544358520083,-0.0396365430341348,-0.00075138491342841,46371.9366478239,-95516.7024894966,4459.95920024735
0.11,2.69387538532751,3.27155985620632,-0.00923030493411109,0.908999718589365,0.136307770241076,-0.12345283354419,-7.54944005286729e-18,0.0100288298258189,-0.0202967990258021,-3.29849889207952e-15,0.219533643320561,0.689466075268804,0.386767090401653,-0.0240640342833274,-0.0397170892244958,-0.000751768565351085,46417.7813087759,-95836.3767817202,4457.94056439878
0.12,2.69523893348756,3.27032434029853,-0.00923030493411242,0.90836147060637,0.136399353625906,-0.123648157266215,1.28442223804644e-17,0.00851129683129059,-0.0189693835001137,-1.71959860799981e-15,0.219292972631925,0.689068497974445,0.386759571306017,-0.0240691417597532,-0.0397903097084509,-0.000752012143607317,46447.8180613319,-96102.9266960071,4455.79347885347
0.13,2.6966033397631,3.26908692110963,-0.0092303049341118,0.907722469358566,0.136480851435068,-0.12383480820783,-6.82464271854556e-18,0.00788059831991639,-0.0184438441766712,-2.17488109867517e-15,0.219052262235266,0.6886702071233,0.386752050128927,-0.0240724269911539,-0.0398605364119931,-0.000752198926136316,46471.3880739555,-96348.3182328929,4453.59131244706
0.14,2.69796853685092,3.26784765501876,-0.00923030493411225,0.907082745205975,0.136558106488938,-0.124018072152637,-5.68967997057821e-18,0.00760909899561835,-0.0182434846231203,-2.27913445558938e-15,0.218811523567404,0.688271221638571,0.386744527226592,-0.0240749783709475,-0.0399295360376755,-0.000752362876653478,46492.3443664144,-96585.7591200389,4451.36429639454
0.15,2.69933449587814,3.26660656362065,-0.00923030493411227,0.906442310560301,0.136633476333114,-0.124200084485241,-1.91612206516469e-17,0.00748183099374256,-0.0181738592503304,-8.00907829751991e-16,0.218570761223001,0.6878715493373,0.386737002741711,-0.0240772355201102,-0.039998022157647,-0.000752517713635825,46512.2576423843,-96820.6450372353,4449.12474040865
0.16,2.70070120342334,3.26536365450711,-0.00923030493411092,0.905801170612388,0.136707904532991,-0.124381700953993,4.83915270004453e-18,0.00741204551467689,-0.018156408062076,-2.04182179763562e-15,0.218329977043894,0.687471193568494,0.386729476731077,-0.0240793745941517,-0.0400662806626997,-0.000752668934126177,46531.7621006029,-97055.1616000822,4446.87760781717
0.17,2.70206865223015,3.26411892967533,-0.00923030493411127,0.905159327669599,0.136781766037171,-0.124563262108016,-6.78173259565941e-19,0.00736501208222951,-0.0181596419291665,-3.65489716652176e-15,0.218089171772497,0.687070155897102,0.386721949217177,-0.0240814657043984,-0.0401344253001525,-0.000752818725970883,46551.1117718616,-97290.1895029736,4444.62488274135
0.18,2.70343683748486,3.26287238890224,-0.00923030493411193,0.904516782895263,0.136855208809622,-0.124744902592983,-1.54366279611033e-17,0.00732691870813706,-0.0181710231346273,-1.39717759356412e-15,0.217848345714872,0.686668437180392,0.386714420208881,-0.0240835365954979,-0.0402025010423586,-0.000752967954952055,46570.4077158249,-97526.0836580601,4442.36735175074
0.19,2.70480575533462,3.26162403108943,-0.00923030493411238,0.90387353700149,0.136928290769356,-0.124926675275808,-1.60567960896203e-17,0.00729230377687884,-0.0181855880209536,-8.33796128574444e-16,0.217607499004822,0.686266037996668,0.386706889709683,-0.02408559819213,-0.0402705255573892,-0.00075311696201652,46589.6898918565,-97762.9887026954,4440.10532358189
0.2,2.70617540230088,3.26037385479608,-0.00923030493411216,0.903229590523493,0.13700103430578,-0.125108600716509,-1.90314767304506e-17,0.00725901828233244,-0.018201381116306,-2.48754227787751e-15,0.217366631708468,0.685862958815026,0.386699357720966,-0.0240876547773894,-0.0403385057306878,-0.000753265880803156,46608.9740062537,-98000.9657222713,4437.83891749592
