time,boom_x,boom_y,boom_z,boom_angle,boom_x_velocity,boom_y_velocity,boom_z_velocity,boom_x_acceleration,boom_y_acceleration,boom_z_acceleration,theta1,theta2,xt2,theta1dot,theta2dot,xt2dot,fc1,fc2,fct2
0,3.44266336196776,1.79609917635738,-0.00923030493411212,0.152718528283062,0,0,0,0,1.77635683940025e-15,-1.93802771151704e-15,0.234597429596438,-0.0818789013133755,0.150607124322698,234.597429596438,-81.8789013133755,150.607124322698,57452.8939436954,96294.4072788779,860.668336415599
0.001,3.4426634025223,1.79609890823561,-0.00923030493411173,0.152718456144041,0.000113552664321715,-0.00075074199833594,3.96886876003555e-20,0.220210896289104,-1.45590724265746,-1.63390890151295e-15,0.234597356299225,-0.0818789001551835,0.150607095751476,-7.32972125092601e-05,1.15819202051171e-06,-2.85712218612844e-05,49235.9270897783,81994.0510712549,858.973324823974
0.002,3.44266365920498,1.79609721119553,-0.00923030493411255,0.152717999550509,0.000425865078408473,-0.00281558825537958,-9.7874701297453e-21,0.398505139722527,-2.63472948975356,-2.16206979478678e-15,0.234596892373957,-0.0818788928234483,0.15060691491257,-0.000463925267666809,7.33173520472974e-06,-0.000180838905691871,42582.8045685533,70415.3231692134,857.595654813684
0.003,3.44266431088219,1.79609290262935,-0.00923030493411185,0.152716840319871,0.000898072057893478,-0.00593764450473192,2.08305411462186e-19,0.540860049278167,-3.57601984147373,-2.11260893631927e-15,0.234595714525814,-0.0818788742059428,0.150606455782296,-0.00117784814366928,1.86175054466275e-05,-0.000459130274293784,37270.3034927031,61169.7369281945,856.485886228217
0.004,3.44266550040889,1.79608503793725,-0.00923030493411232,0.15271472430759,0.00149689810795998,-0.00989701092970679,5.23231516219507e-19,0.652492920806037,-4.31431269088555,-1.98430953796594e-15,0.23459356452372,-0.08187884021613,0.150605617696542,-0.00215000209382765,3.39898127776905e-05,-0.00083808575425337,33103.5271134294,53918.1026630825,855.600384959325
0.005,3.44266733985456,1.79607287593664,-0.00923030493411244,0.152711452100293,0.00219394421762877,-0.0145060675597256,9.55993883905726e-19,0.73795281325734,-4.87972067150508,-2.30707492419414e-15,0.234590239744533,-0.0818787876442397,0.150604321665356,-0.00332477918723839,5.2571890378772e-05,-0.00129603118554655,29912.5333087913,48364.6605667337,854.901073895959
0.006,3.44266991505987,1.79605584869969,-0.00923030493411142,0.152706870900317,0.00296506080379761,-0.0196053219172229,3.87678595727345e-19,0.801201300497261,-5.29846345973082,-1.57100351563311e-15,0.234585584927718,-0.0818787140274009,0.150602507159317,-0.00465481681462165,7.36168387476255e-05,-0.0018145060385848,27549.348875933,44251.8848063351,854.355041748385
0.007,3.44267328960499,1.79603353528934,-0.00923030493411129,0.152700867459213,0.00378979648761156,-0.025059754616598,4.27030931359168e-19,0.845683587626307,-5.59333598998807,-2.43379044765092e-15,0.234579484995766,-0.0818786175365525,0.150600129311268,-0.00609993195254788,9.649084839225e-05,-0.00237784804934904,25885.3265452437,41355.8839105397,853.934077620451
0.008,3.44267750826069,1.79600563892528,-0.00923030493411208,0.152693361934055,0.00465091368145756,-0.0307556057574733,1.56179445628829e-18,0.874391190413417,-5.78412282068708,-1.25421492478766e-15,0.234571858812168,-0.0818784968781131,0.150597156483461,-0.00762618359775047,0.000120658439385579,-0.00297282780755381,24808.8063889207,39482.3308075133,853.614177675886
0.009,3.44268259998511,1.79597196716468,-0.00923030493411237,0.152684302554913,0.00553396307777481,-0.036597551319908,9.94919268297633e-19,0.889917209878512,-5.88796465647677,-2.26861249667268e-15,0.23456265376354,-0.081878351208627,0.150593568155909,-0.00920504862776284,0.000145669486130373,-0.00358832755193816,24223.0475245506,38462.8632125974,853.375054579938
