time,x_boom,y_boom,angle_boom,theta1,theta2,xt2,theta1_dot,theta2_dot,xt2_dot,fc1,fc2,fct2
0.047,2.8700234510885,2.20569512393815,0.00245993817266351,0.784073546829896,-0.781613608657233,0,-0.045384509307496,0.129664757375167,0,59192.5812364651,44274.2351453652,112.619892373467
0.048,2.87006476941402,2.20581605360741,0.00254459913224686,0.78402795714559,-0.781483358013343,0,-0.0455896843063783,0.130250643890008,0,59029.0096975761,44119.6237868748,104.845017412212
0.049,2.87010624298848,2.20593748192784,0.00262961186526518,0.783982177862255,-0.78135256599699,0,-0.0457792833351505,0.130792016353098,0,58877.0042616167,43976.208183913,97.6597406890816
0.05,2.87014785850604,2.20605937044755,0.00271494948789806,0.783936223449694,-0.781221273961796,0,-0.0459544125604907,0.131292035193496,0,58735.8384141803,43843.2849322171,91.0268978141316
0.051,2.87018960361945,2.20618168346885,0.0028005870415616,0.783890107341024,-0.781089520299462,0,-0.0461161086703896,0.131753662333949,0,58604.8191831716,43720.1831289226,84.9110512052484
0.052,2.87023146687846,2.2063043878721,0.00288650136983044,0.783843841998944,-0.780957340629114,0,-0.0462653420800052,0.132179670348819,0,58483.2873326996,43606.264555823,79.2784986743943
0.053,2.87027343767107,2.20642745294815,0.00297267100135215,0.783797438978788,-0.780824767977436,0,-0.0464030201561627,0.132572651677947,0,58370.6172168811,43500.923533822,74.0972646757581
0.054,2.87031550616799,2.20655085023927,0.00305907603872607,0.783750908988358,-0.780691832949632,0,-0.0465299904293488,0.132935027803455,0,58266.2163557108,43403.5865089145,69.3370774566064
0.055,2.87035766326998,2.20667455338857,0.00314569805326913,0.783704261944594,-0.780558563891324,0,-0.0466470437647786,0.133269058307974,0,58169.5247877577,43313.7114224846,64.9693348638903
0.056,2.87039990055807,2.20679853799771,0.003232519985558,0.783657507027122,-0.780424987041564,0,-0.0467549174713895,0.133576849760288,0,58080.0142456479,43230.786910489,60.9670611894669
0.057,2.87044221024669,2.20692278149255,0.00331952605159843,0.783610652728789,-0.78029112667719,0,-0.0468542983333009,0.133860364373504,0,57997.1871941318,43154.3313699112,57.3048570589605
0.058,2.87048458513952,2.20704726299677,0.0034067016544533,0.783563706903241,-0.780157005248787,0,-0.0469458255485051,0.134121428403432,0,57920.575764368,43083.8919250368,53.958844090459
0.059,2.87052701858799,2.20717196321292,0.00349403330114095,0.783516676809675,-0.780022643508534,0,-0.0470300935658088,0.134361740253325,0,57849.7406125476,43019.0433208117,50.9066057772926
0.06,2.87056950445234,2.20729686431076,0.00358150852459566,0.78346956915486,-0.779888060630264,0,-0.0471076548143401,0.134582878269271,0,57784.2697274812,42959.3867669332,48.1271258069504
0.061,2.87061203706508,2.20742194982257,0.00366911581048962,0.783422390132545,-0.779753274322055,0,-0.047179022315504,0.134786308209527,0,57723.7772065735,42904.5487516414,45.6007248587754
0.062,2.87065461119687,2.20754720454508,0.00375684452868592,0.783375145460362,-0.779618300931676,0,-0.0472446721825008,0.134973390378491,0,57667.902017445,42854.1798417356,43.3089967148848
0.063,2.87069722202451,2.20767261444772,0.00384468486911224,0.783327840414365,-0.779483155545253,0,-0.0473050459970636,0.13514538642346,0,57616.3067588384,42807.9534820853,41.2347444019476
