time,x_boom,y_boom,theta1,theta2,xt2,fc1,fc2,fct2
0,2.17543868863701,3.57151986788648,0.785398163397448,0,0,44833.4227909477,71058.4021586375,4000.53968984656
4.8695900597358e-06,2.17543868863916,3.57151986788461,0.785398163396658,0,0,44054.4942804682,69764.9654373197,4005.4371761487
9.73918011947159e-06,2.17543868864562,3.571519867879,0.785398163394286,0,0,43276.3240132971,68472.7876888047,4010.32989501546
1.46087701792074e-05,2.17543868865852,3.57151986786779,0.785398163389545,0,0,42498.9114359868,67181.8681097212,4015.21784992317
1.94783602389432e-05,2.17543868867684,3.57151986785187,0.785398163382815,0,0,41722.0290092792,65891.8288635042,4020.10247151795
2.88519540060408e-05,2.17543868873917,3.57151986779771,0.785398163359911,0,0,40228.540904036,63411.8419272015,4029.49272667534
4.31350521276864e-05,2.1754386889349,3.57151986762765,0.785398163287992,0,0,37958.0774544957,59641.6614531536,4043.76818743257
6.31633300096472e-05,2.17543868950935,3.57151986712851,0.785398163076912,0,0,34785.2181214862,54373.0224444921,4063.71743061585
9.56035202824582e-05,2.17543869156607,3.57151986534145,0.78539816232119,0,0,29673.0301523567,45884.0634008038,4095.86013278669
0.00016882291411723,2.17543870491889,3.57151985373932,0.785398157414805,0,0,18256.1570607966,26925.9639415079,4167.64329603945
0.000242042307952002,2.17543873494631,3.57151982764882,0.785398146381477,0,0,7006.63156235425,8245.75068356757,4238.3742025092
0.000315261701786774,2.17543878850259,3.57151978111434,0.785398126702665,0,0,-4077.32309805197,-10159.5269289366,4308.06397303996
0.000388481095621545,2.17543887252523,3.57151970810796,0.78539809582924,0,0,-14997.5290157631,-28292.8948347524,4376.7240002029
0.000461700489456317,2.17543899385959,3.57151960268181,0.785398051245926,0,0,-25755.7934181168,-46157.3543738847,4444.36557065953
0.000534919883291089,2.1754391592362,3.5715194589878,0.78539799047965,0,0,-36353.9010409856,-63755.869623126,4510.99981791065
0.000608139277125861,2.17543937527762,3.57151927127163,0.785397911096998,0,0,-46793.6164517113,-81091.3712480848,4576.63773752309
0.000681358670960633,2.17543964850492,3.5715190338672,0.785397810701857,0,0,-57076.6860749378,-98166.759862167,4641.29020047051
0.000754578064795405,2.17543998534081,3.57151874119385,0.785397686934246,0,0,-67204.8390698921,-114984.907478559,4704.96795923798
0.000827797458630176,2.17544039211126,3.57151838775496,0.785397537469734,0,0,-77179.7876611033,-131548.658054798,4767.68165047313
0.000901016852464948,2.17544087504657,3.57151796813701,0.78539736001903,0,0,-87003.2273100118,-147860.827773294,4829.44179661882
0.001,2.17544166105561,3.57151728518084,0.785397071206263,0,0,-100045.695984271,-169518.318994302,4911.43817969078
0.00109898314753505,2.1754426123512,3.57151645860815,0.785396721660171,0,0,-112818.445306697,-190727.944896466,4991.7363474937
0.0011979662950701,2.17544374339864,3.57151547584983,0.785396306065534,0,0,-125325.489563136,-211496.373781219,5070.36113315742
0.00129694944260515,2.17544506850415,3.57151432447491,0.785395819165569,0,0,-137570.828598537,-231830.250114837,5147.33725745661
0.00139593259014021,2.17544660167249,3.57151299231424,0.785395255814237,0,0,-149558.408631549,-251736.129439003,5222.68908455063
0.00151889275768884,2.17544881817182,3.57151106640874,0.785394441377516,0,0,-164097.110207521,-275878.288863159,5314.07045801817
0.00164185292523748,2.17545140243302,3.57150882095274,0.785393491808619,0,0,-178251.391224447,-299382.14660478,5403.02753146434
0.00176481309278612,2.17545437925451,3.57150623439707,0.785392397995188,0,0,-192028.432131724,-322259.631817044,5489.60449488278
0.00188777326033476,2.17545777294947,3.5715032856137,0.785391151003078,0,0,-205435.34469894,-344522.559763175,5573.8450795015
0.002,2.17546125368808,3.57150026119034,0.785389872025918,0,0,-217354.601464105,-364315.210723586,5648.7279801821
0.00215492758228524,2.17546669789708,3.57149553068649,0.785387871580131,0,0,-233322.737621429,-390831.375583834,5749.03020224142
0.00230985516457049,2.17547291944164,3.57149012472799,0.785385585502248,0,0,-248737.856648669,-416429.352312665,5845.83557174121
0.00246478274685573,2.17547996104598,3.57148400618173,0.785382998091701,0,0,-263613.061159191,-441130.91055893,5939.22436740839
0.00261971032914097,2.17548786439429,3.57147713881627,0.785380094029703,0,0,-277961.316591286,-464957.592178471,6029.27599378447
0.00281289316897862,2.17549899197928,3.57146746978367,0.785376005219033,0,0,-295135.043736629,-493476.507156864,6137.01574987466
0.003,2.17551117586846,3.57145688281077,0.785371528254669,0,0,-311028.72564932,-519870.068551645,6236.67223549559
0.00318710683102138,2.17552480958874,3.57144503591953,0.785366518529899,0,0,-326215.948313262,-545090.79487984,6331.84128243113
0.00337421366204275,2.17553995528393,3.57143187507156,0.7853609532028,0,0,-340717.471005228,-569173.177451774,6422.64978973975
0.00360763182386818,2.17556106585311,3.57141353080105,0.785353196021543,0,0,-357880.036916499,-597675.263658104,6530.02379707585
0.00384104998569361,2.17558472989934,3.5713929673158,0.785344500490577,0,0,-374044.857152788,-624521.066268029,6631.03569914807
0.004,2.17560235126891,3.57137765453618,0.785338025343709,0,0,-384497.751692737,-641881.189195459,6696.27883933797
0.00423887053536323,2.1756312273223,3.57135256112504,0.785327414472972,0,0,-399397.199321348,-666626.833473156,6789.15142213556
0.00454084220163756,2.17567197810857,3.57131714760635,0.785312439915097,0,0,-416892.142987194,-695684.49164531,6897.97111669714
0.00484281386791189,2.17571762688856,3.57127747632874,0.785295665276111,0,0,-432951.847914502,-722359.925336466,6997.5780991135
0.005,2.1757433714208,3.57125510233441,0.78528620477886,0,0,-440761.418950244,-735332.440073509,7045.88976363292
0.00526143030135208,2.17578930627385,3.57121518032414,0.785269324630448,0,0,-452962.340712741,-755600.564883873,7121.1639830425
0.00562551182960369,2.17585991560939,3.57115381105113,0.785243376615662,0,0,-468383.115092581,-781219.958985088,7215.85098344861
0.006,2.17594080304224,3.57108350473813,0.785213650814249,0,0,-482430.265012846,-804560.526083168,7301.49750879453
0.00637448817039631,2.17603028837304,3.57100572032517,0.785180764425553,0,0,-494747.743938194,-825030.726433908,7375.91143269347
0.00674897634079262,2.17612857367847,3.57092028065039,0.785144642910706,0,0,-505443.786560235,-842810.295560624,7439.76225287986
0.007,2.17619945922651,3.57085865578789,0.785118590566844,0,0,-511750.169108122,-853295.620084513,7476.92295418938
0.00737706476423669,2.17631363538427,3.57075938910378,0.785076626519824,0,0,-520016.178927364,-867043.199118173,7524.83284869191
0.00786013809165864,2.17647359393075,3.57062030428558,0.785017833141877,0,0,-528619.799418171,-881360.064686076,7573.15317390793
0.008,2.17652278946626,3.5705775251816,0.784999750529538,0,0,-530705.653539366,-884832.981565982,7584.47425415336
0.00832710785692896,2.17664298168118,3.57047300271868,0.784955570746871,0,0,-534940.847205691,-891888.286475072,7606.69755842881
0.00891878169121295,2.17687877296353,3.57026792502464,0.784868894580764,0,0,-540459.548210696,-901096.283116311,7632.6831303601
0.009,2.17691298923044,3.5702381627012,0.784856316241044,0,0,-541003.377229474,-902005.658845978,7634.8304943095
0.00928081498387926,2.17703476484716,3.57013223252565,0.78481154884182,0,0,-542530.277735166,-904563.534187958,7639.89615982388
0.01,2.17737123551478,3.56983949362254,0.784687845747712,0,0,-544127.037626178,-907275.845095937,7637.37308955183
0.0107191850161207,2.17774307829739,3.56951589490988,0.784551122641584,0,0,-542669.613700261,-904920.878937476,7614.31519986825
0.011,2.17789786472434,3.56938116462946,0.784494204327003,0,0,-541331.379163927,-902725.091691606,7600.12390156966
0.0114993210311735,2.1781863454775,3.56913002187309,0.784388116192586,0,0,-538048.401200318,-897321.688980023,7568.75294564333
0.012,2.17849256360186,3.56886337861814,0.784275494458249,0,0,-533677.057357871,-890112.366668401,7529.94468475832
0.0127739149464133,2.17899892024751,3.5684223291869,0.784089240995989,0,0,-525085.044769719,-875923.194277191,7457.38744205202
0.013,2.1791543834303,3.5682868835434,0.784032050818379,0,0,-522172.354212679,-871109.639968258,7433.43278115052
0.0135686288448108,2.1795601846613,3.56793325983539,0.783882755455223,0,0,-514197.05884153,-857924.661190743,7368.69310255694
0.014,2.17988205888668,3.56765269606566,0.783764323246586,0,0,-507562.514687655,-846951.995038432,7315.53871869925
0.015,2.18067357774779,3.56696247808217,0.783473035333769,0,0,-490639.43456111,-818952.256050383,7181.5528771015
0.016,2.18152711027841,3.56621772810961,0.78315884272789,0,0,-471908.320830988,-787947.179583916,7034.93228360021
0.017,2.18244049627847,3.56542022956374,0.782822522082602,0,0,-451853.954319203,-754739.885317037,6879.01317231844
0.018,2.18341138266344,3.56457193225264,0.782464920691773,0,0,-430900.317826434,-720032.817466685,6716.74138255906
0.019,2.18443730421391,3.56367488319219,0.782086926995786,0,0,-409403.504741049,-684415.962849753,6550.61886641599
0.02,2.1855157306724,3.56273118661532,0.781689453444997,0,0,-387658.754277576,-648378.528951499,6382.74371507594
0.021,2.18664410150813,3.56174297460166,0.781273423877552,0,0,-365909.270956747,-612323.580355795,6214.86354062709
0.022,2.1878198543224,3.56071238311914,0.780839763213415,0,0,-344353.907623933,-576580.781570225,6048.42286020127
0.023,2.18904044833818,3.55964153222037,0.780389388933722,0,0,-323153.586367185,-541417.038736784,5884.60334988144
0.024,2.19030338356375,3.55853250988546,0.779923204129438,0,0,-302436.761283877,-507045.546896349,5724.35870710617
0.025,2.19160621615379,3.55738735906348,0.779442091928213,0,0,-282304.143895217,-473633.611187709,5568.4453652704
0.026,2.19294657048417,3.55620806747214,0.778946911111253,0,0,-262832.81749843,-441309.452998512,5417.44971963618
0.027,2.19432214841706,3.55499655975118,0.778438492746762,0,0,-244079.821760451,-410168.137017649,5271.81225712361
