"time","x_boom","y_boom","angle_boom","theta1","theta2","xt2","theta1_dot","theta2_dot","xt2_dot","fc1","fc2","fct2"
0.1,2.87227714714708,2.2123561824659,0.007127332994774,0.781559776358573,-0.774432443363799,0,-0.047950276542792,0.136962089573672,0,57032.099958793,42380.1180181425,31.688414871626
0.2,2.87643994759489,2.22501875715458,0.016025298538574,0.776762833383493,-0.760737534844919,0,-0.047967838922318,0.136858584437505,0,56937.1272184272,42665.5794936594,80.971686670445
0.3,2.88042373227092,2.23759467364975,0.024900456228877,0.7719666731743,-0.747066216945423,0,-0.047954530272932,0.136548383848549,0,56862.7497234826,42979.5590063978,131.286163512971
0.4,2.88423167977593,2.25005698858324,0.033739408842725,0.767172136829823,-0.733432727987098,0,-0.047935421674879,0.136103420270615,0,56786.2841508937,43299.8904796016,181.410302709009
0.5,2.88786811780646,2.262379664456,0.042529281398469,0.762379804038126,-0.719850522639657,0,-0.047910517615378,0.135524139048243,0,56707.8617542721,43626.4525464218,231.266984922092
0.6,2.89133827159051,2.27453692201118,0.051257249299144,0.757590254199125,-0.706333004899981,0,-0.047879821105653,0.134811111862859,0,56627.6299204696,43959.1125874613,280.779560517285
0.7,2.89464823900321,2.28650328285273,0.059910551450182,0.752804066376272,-0.69289351492609,0,-0.047843335856669,0.133965042385967,0,56545.7493817251,44297.7235095648,329.87187593739
0.8,2.89780496099588,2.2982536104383,0.06847650335453,0.748021819226548,-0.679545315872018,0,-0.047801066279703,0.132986765585997,0,56462.393433768,44642.1224485213,378.468399024021
0.9,2.90081618748897,2.30976314915814,0.076942510131814,0.743244090930499,-0.666301580798685,0,-0.047753017485206,0.131877246903969,0,56377.7470924422,44992.1293944583,426.494340510022
1,2.90369043892171,2.32100756128777,0.085296079448664,0.738471459122336,-0.653175379673672,0,-0.047699195282348,0.13063758130113,0,56292.0061934853,45347.5457450438,473.875771035846
1.1,2.90643696367357,2.33196296162274,0.093524834347352,0.733704500820097,-0.640179666472744,0,-0.047639606178336,0.129268992177572,0,56205.3764416433,45708.1527943626,520.53973306514
1.2,2.90906569159319,2.34260594962696,0.101616525960045,0.728943792355885,-0.627327266395839,0,-0.047574257377391,0.127772830165554,0,56118.072414383,46073.7101665437,566.414347176356
1.3,2.91158718388861,2.35291363895056,0.109559046096044,0.724189909306189,-0.614630863210145,0,-0.047503156780635,0.126150571796416,0,56030.316526657,46443.9542060768,611.428912226889
1.4,2.91401257964907,2.36286368419931,0.117340439689546,0.719443426422296,-0.602102986732749,0,-0.04742631298393,0.12440381804322,0,55942.3379614946,46818.5963377306,655.51399900596
1.5,2.91635353928258,2.37243430486511,0.124948917095574,0.7147049175608,-0.589756000465226,0,-0.047343735277764,0.122534292741079,0,55854.3715734822,47197.3214131393,698.601537010783
1.6,2.9186221851652,2.38160430635497,0.132372866221874,0.709974955614227,-0.577602089392354,0,-0.047255433646228,0.120543840885716,0,55766.6567707078,47579.7860625183,740.624894079432
1.7,2.92083103980766,2.39035309808519,0.139600864484768,0.705254112441768,-0.565653247957,0,-0.047161418764858,0.118434426812996,0,55679.4363798755,47965.6170719774,781.51894872283
1.8,2.92299296185186,2.39866070863596,0.146621690577079,0.70054295880014,-0.55392126822306,0,-0.047061702000178,0.116208132259544,0,55592.9555023529,48354.4098120569,821.220154995135
1.9,2.92512108021504,2.40650779799102,0.153424336036469,0.695842064274582,-0.542417728238113,0,-0.046956295408108,0.11386715430956,0,55507.4603646409,48745.7267424955,859.666599917191
2,2.92722872670213,2.41387566691575,0.159998016602708,0.691151997209993,-0.531153980607285,0,-0.046845211732602,0.111413803225787,0,55423.1971699351,49139.0960235043,896.798053470906
2.1,2.92932936740759,2.42074626355475,0.166332183352615,0.686473324642214,-0.5201411412896,0,-0.0467284644036,0.108850500169297,0,55340.4109552635,49534.0102646776,932.556011305201
