time,x_boom,y_boom,theta1,theta2,xt2,theta1_dot,theta2_dot,xt2_dot,fc1,fc2,fct2
0,2.17543868863701,3.57151986788648,0.785398163397448,0,0,785.398163397448,0,0,44833.4227909477,71058.4021586375,4000.53968984656
0.01,2.17563203269862,3.57135186124194,0.785327118525863,0,0,-0.0168501208420366,0,0,-14072.9405705923,-26758.5960785681,4370.00403152736
0.02,2.17644829078731,3.57064230660476,0.785027133609525,0,0,-0.0397677291892933,0,0,1510.60265368337,-880.555818881423,4268.28044741011
0.03,2.17776744600499,3.56949468562701,0.784542162295858,0,0,-0.0543657465281058,0,0,20952.701713184,31418.7808069524,4141.50914624194
0.04,2.17937177559587,3.56809745670447,0.783952074072127,0,0,-0.0620044249575358,0,0,33152.687944365,51703.4676676035,4060.81534338959
0.05,2.18111736637596,3.56657530917955,0.783309683703741,0,0,-0.0656487040917,0,0,39503.7570058429,62279.6835567796,4017.50901764673
0.06,2.18292782501473,3.56499450997167,0.782643040861249,0,0,-0.0672958926286356,0,0,42532.4959992737,67338.97351543,3995.47271859783
0.07,2.18476643100806,3.56338695508097,0.781965636027098,0,0,-0.0680142371303418,0,0,43908.7424104386,69653.0865539514,3984.02132433333
0.08,2.18661650797314,3.56176715054481,0.781283599403863,0,0,-0.0683193920800704,0,0,44518.9138161305,70694.0563627723,3977.47718492412
0.09,2.1884707551436,3.5601414562221,0.780599616241236,0,0,-0.068446179318812,0,0,44789.1210226507,71169.8141161732,3973.11003422289
0.1,2.19032605624084,3.55851259077904,0.779914833264263,0,0,-0.0684975833590897,0,0,44912.8824797382,71402.0027379213,3969.67971312446
0.11,2.1921811045456,3.55688169594101,0.779229731447485,0,0,-0.0685175957406727,0,0,44974.901465122,71531.463695138,3966.64332920557
0.12,2.19403535830156,3.55524924583946,0.778544510153562,0,0,-0.0685246459897826,0,0,45011.3050102743,71618.291897587,3963.76929846246
0.13,2.19588859364017,3.55361543679045,0.777859251647448,0,0,-0.0685263401142038,0,0,45037.2089941856,71687.641547751,3960.96070971948
0.14,2.19774071704237,3.55198035104163,0.777173990150874,0,0,-0.0685257801108037,0,0,45058.845223051,71749.8869448723,3958.17760525629
0.15,2.19959168787174,3.55034402451072,0.776488740384935,0,0,-0.0685242189319979,0,0,45078.7528788884,71809.2567172852,3955.40370484997
0.16,2.20144148676225,3.54870647446805,0.775803509224946,0,0,-0.0685221586378475,0,0,45097.956723603,71867.4580275688,3952.63244125836
0.17,2.20329010284477,3.54706771073829,0.775118300412739,0,0,-0.0685197990558208,0,0,45116.8670619572,71925.1745823967,3949.8611892144
0.18,2.20513752862767,3.54542774019636,0.774433116446454,0,0,-0.0685172192664822,0,0,45135.6470785877,71982.6783180097,3947.08890927932
0.19,2.20698375795908,3.54378656855944,0.773747959333221,0,0,-0.0685144504126356,0,0,45154.3613017714,72040.0767181371,3944.31519531463
0.2,2.20882878522057,3.5421442010972,0.773062830887191,0,0,-0.0685115047087947,0,0,45173.0351190391,72097.4119967716,3941.53989252504
0.21,2.21067260500967,3.54050064291174,0.772377732846949,0,0,-0.0685083869299206,0,0,45191.6784723101,72154.7006014924,3938.76294534247
0.22,2.2125152120154,3.53885589904747,0.771692666921572,0,0,-0.0685050989395677,0,0,45210.295236809,72211.9488555732,3935.98433719732
0.23,2.2143566009698,3.53720997453411,0.771007634808614,0,0,-0.068501641466014,0,0,45228.8869145976,72269.1591204117,3933.20406679196
0.24,2.21619676662896,3.53556287440334,0.770322638201112,0,0,-0.0684980147965462,0,0,45247.4540830601,72326.3322131677,3930.42213879286
0.25,2.21803570376574,3.53391460369533,0.7696376787903,0,0,-0.0684942190478068,0,0,45265.9969601604,72383.4683505825,3927.63856019712
0.26,2.21987340716698,3.5322651674612,0.768952758266661,0,0,-0.0684902542705004,0,0,45284.515624818,72440.5675170875,3924.8533389153
0.27,2.22170987163242,3.53061457076397,0.768267878320326,0,0,-0.0684861204904337,0,0,45303.0101022513,72497.6296074127,3922.06648322244
0.28,2.22354509197431,3.52896281867893,0.767583040641229,0,0,-0.068481817723864,0,0,45321.4803973144,72554.6544823177,3919.27800154348
0.29,2.22537906301728,3.52730991629368,0.766898246919162,0,0,-0.0684773459838652,0,0,45339.9265068431,72611.6419892355,3916.48790237375
0.3,2.22721177959828,3.52565586870823,0.766213498843795,0,0,-0.0684727052821472,0,0,45358.3484247433,72668.591970789,3913.69619424611
0.31,2.22904323656665,3.52400068103496,0.765528798104678,0,0,-0.068467895630647,0,0,45376.746144148,72725.5042684033,3910.90288571706
0.32,2.23087342878407,3.52234435839857,0.764844146391244,0,0,-0.0684629170413018,0,0,45395.119657634,72782.3787226672,3908.10798536521
0.33,2.23270235112463,3.5206869059361,0.764159545392804,0,0,-0.0684577695266171,0,0,45413.4689579862,72839.2151746186,3905.31150178638
0.34,2.23452999847485,3.51902832879684,0.763474996798542,0,0,-0.0684524530989847,0,0,45431.7940379365,72896.0134653071,3902.51344359514
0.35,2.23635636573369,3.51736863214235,0.762790502297514,0,0,-0.0684469677719335,0,0,45450.0948903733,72952.7734361464,3899.71381942346
0.36,2.2381814478126,3.5157078211464,0.762106063578643,0,0,-0.068441313558651,0,0,45468.3715084349,73009.4949290744,3896.91263792001
0.37,2.24000523963555,3.51404590099492,0.761421682330712,0,0,-0.0684354904732345,0,0,45486.6238853156,73066.1777862282,3894.10990775139
0.38,2.24182773613903,3.51238287688602,0.760737360242365,0,0,-0.0684294985301221,0,0,45504.8520143942,73122.8218501626,3891.30563760121
0.39,2.2436489322721,3.51071875402989,0.760053099002099,0,0,-0.0684233377438659,0,0,45523.0558891717,73179.4269637466,3888.49983617044
0.4,2.24546882299644,3.50905353764881,0.759368900298259,0,0,-0.0684170081300408,0,0,45541.2355034155,73235.9929704083,3885.69251217641
0.41,2.24728740328633,3.50738723297712,0.758684765819039,0,0,-0.0684105097039946,0,0,45559.3908509669,73292.5197138122,3882.88367435403
0.42,2.24910466812871,3.50571984526114,0.758000697252471,0,0,-0.0684038424817572,0,0,45577.5219258201,73349.0070379942,3880.07333145518
0.43,2.2509206125232,3.50405137975918,0.757316696286428,0,0,-0.0683970064796995,0,0,45595.6287221037,73405.4547873328,3877.26149224878
0.44,2.25273523148213,3.50238184174149,0.756632764608614,0,0,-0.0683900017151018,0,0,45613.7112342188,73461.8628067825,3874.44816551984
0.45,2.25454852003056,3.50071123649022,0.755948903906562,0,0,-0.0683828282049035,0,0,45631.7694566596,73518.2309415741,3871.63336007055
0.46,2.25636047320633,3.49903956929939,0.755265115867629,0,0,-0.068375485966726,0,0,45649.8033839579,73574.5590371221,3868.81708472061
0.47,2.25817108606003,3.49736684547487,0.754581402178996,0,0,-0.068367975018873,0,0,45667.8130109641,73630.8469395017,3865.9993483053
